attack_id,date,year,month,hour,country,area,location,activity,fatal,attack_latitude,attack_longitude,noaa_latitude,noaa_longitude,sea_surface_temp,wind_speed,wave_height,wave_period,swell_height,swell_period,distance_km
804,2017-07-27,2017.0,7.0,,BAHAMAS,New Providence District,Rose Island,Snorkeling,0.0,25.10592,-77.15132,25.6,-77.4,29.0,9.3,,,,,60.35524185366818
816,2017-08-29,2017.0,8.0,10.0,AUSTRALIA,Victoria,Cathedral Rock,Surfing,0.0,-38.56716,143.96914,-38.3,144.7,12.7,9.8,,,,,70.24960343434829
224,2012-11-04,2012.0,11.0,8.0,USA,Hawaii,"Makena Landing, Maui",Diving,0.0,20.6539039,-156.4411031,20.9,-156.47,25.9,4.1,,,,,27.529096578783037
255,2013-03-16,2013.0,3.0,,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,0.0,-34.38634,19.13099,-34.2,18.2,21.0,3.6,3.0,5.0,,,87.99964316366093
352,2014-01-04,2014.0,1.0,,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea disaster,0.0,24.78333,125.33333,24.3,126.0,25.0,8.7,,,,,86.23008748834464
396,2014-07-03,2014.0,7.0,18.0,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,0.0,32.7884238,-79.7877544,32.78,-79.92,28.9,7.7,,,,,12.398212414067538
461,2014-12-28,2014.0,12.0,11.0,USA,California,"Montaña de Oro State Park, San Luis Obispo County",Surfing,0.0,35.2639,-120.8622,35.2,-120.9,15.1,,0.5,10.0,0.5,14.0,7.89135291441751
735,2017-01-22,2017.0,1.0,14.0,USA,Florida,"Vero Beach, Indian River County",Unknown,0.0,27.638883,-80.38908,27.6,-80.2,24.6,,1.0,4.0,0.5,11.0,19.124070561049294
801,2017-07-23,2017.0,7.0,,USA,New Jersey,Ventnor,Unknown,0.0,39.34039,-74.47737,39.36,-74.42,24.3,,,,,,5.393432236894757
18,2011-03-10,2011.0,3.0,,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,0.0,-28.646118,153.631348,-27.9,153.8,,5.1,1.5,7.0,2.5,9.0,84.5925963117148
180,2012-06-26,2012.0,6.0,15.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.9,-80.2,27.0,13.0,2.0,6.0,,,71.87321464503225
435,2014-10-02,2014.0,10.0,17.0,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,0.0,34.747675195913,-120.518949481514,34.58,-120.65,,3.1,,,,,22.164817974859087
601,2015-12-25,2015.0,12.0,,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,0.0,27.8557982,-15.39277,28.1,-15.4,20.5,4.0,,,,,27.163324027812365
693,2016-09-04,2016.0,9.0,,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,0.0,29.029722,-80.9237495,28.42,-80.59,29.0,4.6,,,,,75.2043515779445
82,2011-09-04,2011.0,9.0,13.0,AUSTRALIA,Western Australia,Bunker Bay,Body boarding,1.0,-33.5435704,115.033001,-33.4,114.6,,9.3,,,,,43.21915994426546
137,2012-02-26,2012.0,2.0,14.0,USA,Florida,"Palm Beach Inlet, Palm Beach County",Kite Surfing,0.0,26.77229,-80.03726,26.61,-80.03,23.5,8.7,,,,,18.060260677355
208,2012-09-08,2012.0,9.0,12.0,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surfing,0.0,28.3418745,-80.6069311,28.42,-80.59,28.3,5.7,,,,,8.843672490557694
238,2013-01-05,2013.0,1.0,10.0,AUSTRALIA,Western Australia,Near Legendre Island,Spearfishing / Free diving,0.0,-20.38811,116.8805,-19.6,117.2,,1.0,,,,,93.77784372376797
300,2013-07-31,2013.0,7.0,8.0,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,0.0,20.6903,-156.4436,20.9,-156.47,26.7,7.7,,,,,23.47855027693358
437,2014-10-03,2014.0,10.0,14.0,USA,California,Santa Barbara County,Kayaking,0.0,34.538263714677,-120.030793894701,34.3,-119.9,20.1,3.0,,,,,29.083612637621155
661,2016-06-23,2016.0,6.0,,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,0.0,-34.60931,20.32919,-35.27,21.0,16.1,,,,,,95.58202074852781
743,2017-02-25,2017.0,2.0,,AUSTRALIA,Western Australia,Mauds Point,Snorkeling,0.0,-23.1,113.75,-22.8,113.2,,6.7,,,,,65.45469286514978
239,2013-01-13,2013.0,1.0,,NEW ZEALAND,Mercury Islands,Great Mercury Island,Spearfishing,0.0,-36.61667,175.8,-36.8,176.1,18.0,6.0,,,,,33.62675524698966
429,2014-09-06,2014.0,9.0,13.0,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing,0.0,30.2552219,-88.1126401,30.25,-88.08,,1.0,,,,,3.1884547069004903
557,2015-09-06,2015.0,9.0,17.0,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,0.0,34.040330777847,-118.89204057495,33.9,-118.6,21.8,,1.0,5.0,1.0,18.0,31.125155804280702
630,2016-04-07,2016.0,4.0,,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",SUP,,26.942207558808,-80.080291407193,26.61,-80.03,24.9,4.1,,,,,37.27570256997902
639,2016-05-02,2016.0,5.0,,NEW ZEALAND,North Island,Cormandel,Fishing,0.0,-41.1365449,174.83883,-41.3,174.8,,,,,,,18.463303386243684
163,2012-06-02,2012.0,6.0,,USA,Florida,"Bethune Beach, Volusia County",Surfing,0.0,28.9485103,-80.838487,28.42,-80.59,26.9,4.1,,,,,63.570452388582574
244,2013-02-01,2013.0,2.0,,JAMAICA,Kingston Parish,Pedro Cays,Unknown,0.0,17.96667,-76.8,17.8,-76.8,28.0,4.6,0.5,99.0,2.0,7.0,18.532887513251843
308,2013-08-25,2013.0,8.0,17.0,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,0.0,29.1046962,-80.9416217,29.2,-80.3,,3.6,0.5,3.0,0.5,6.0,63.20240047375564
354,2014-01-26,2014.0,1.0,,AUSTRALIA,New South Wales,Umina Beach,Fishing,0.0,-33.517377822,151.315083629,-33.8,151.2,22.0,2.6,1.0,1.0,1.0,1.0,33.18219728897659
448,2014-10-29,2014.0,10.0,18.0,AUSTRALIA,New South Wales,Wallabi Point,Surfing,0.0,-31.994860771,152.57131187,-32.0,153.0,22.0,9.3,1.0,4.0,1.5,13.0,40.429918763667686
456,2014-11-29,2014.0,11.0,6.0,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,0.0,-32.6036296,115.6310248,-32.2,115.7,20.8,8.2,,,,,45.34638132803379
578,2015-10-17,2015.0,10.0,19.0,USA,Hawaii,"Waikiki,",Surfing,,21.284823,-157.832452,21.3,-157.87,27.6,3.1,,,,,4.240439324688251
671,2016-07-15,2016.0,7.0,17.0,USA,California,"Surfside, Orange County",Kite surfing,0.0,33.72762,-118.082212,33.73,-118.19,,6.7,,,,,9.971550972310908
706,2016-09-26,2016.0,9.0,9.0,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,0.0,-28.87262,153.589881,-28.8,153.9,,5.7,,,,,31.268423824727844
135,2012-02-20,2012.0,2.0,,SOUTH AFRICA,Western Cape Province,Strandfontein,Fishing,0.0,-34.0731,18.56119,-33.8,18.4,,3.1,0.5,9.0,0.0,0.0,33.81279304512687
258,2013-03-31,2013.0,3.0,,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,,-33.4462,151.4447,-33.6,152.2,23.4,8.2,,,,,72.07391670060525
309,2013-08-29,2013.0,8.0,,USA,California,Catalina Channel,Marathon swimming,,33.58336,-118.38424,33.6,-118.3,18.8,,0.5,4.0,0.5,18.0,8.0191686818162
325,2013-10-06,2013.0,10.0,8.0,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,0.0,40.741892,-124.210936,40.77,-124.22,,3.8,,,,,3.2173664085693545
341,2013-11-22,2013.0,11.0,10.0,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,0.0,44.883959,-124.034901,44.63,-124.04,9.8,9.3,,,,,28.241866659289105
409,2014-08-02,2014.0,8.0,,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,0.0,28.278673,-80.606758,28.42,-80.59,29.7,1.5,,,,,15.800205647056737
511,2015-06-14,2015.0,6.0,16.0,USA,North Carolina,"Oak Island, Brunswick County",Wading,0.0,33.912201,-78.106028,33.91,-78.15,27.9,4.1,,,,,4.065166433924602
703,2016-09-18,2016.0,9.0,11.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,29.4,1.0,,,,,75.2043515779445
729,2017-01-03,2017.0,1.0,18.0,AUSTRALIA,New South Wales,Merimbula,Wading,,-36.887418812,149.922226048,-36.9,150.7,22.7,8.7,,,,,69.18010586370465
458,2014-12-15,2014.0,12.0,11.0,AUSTRALIA,Queensland,Rudder Reef,Spearfishing,1.0,-16.2,145.71667,-16.0,145.8,,3.6,,,,,23.954705674799012
510,2015-06-14,2015.0,6.0,17.0,USA,North Carolina,"Oak Island, Brunswick County",Wading,0.0,33.912201,-78.106028,33.91,-78.15,27.9,4.1,,,,,4.065166433924602
637,2016-04-23,2016.0,4.0,17.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,24.1,6.2,,,,,75.2043515779445
796,2017-07-14,2017.0,7.0,18.0,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,0.0,46.951674091798,-123.819700901536,46.9,-124.11,13.3,1.5,,,,,22.781825252348803
226,2012-11-19,2012.0,11.0,17.0,USA,Florida,"Melbourne Beach, Brevard County",Surfing,0.0,28.068399,-80.558423,28.4,-80.5,20.6,,1.0,9.0,0.5,11.0,37.31396232992561
240,2013-01-16,2013.0,1.0,16.0,USA,Hawaii,Kiholo Bay,Surfing,0.0,19.8500336,-155.9410579,20.04,-155.83,26.3,1.0,,,,,24.10290418650049
389,2014-06-09,2014.0,6.0,9.0,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Body boarding,0.0,-34.751583379,137.480916284,-35.2,138.1,15.2,,,,0.5,1.0,75.28491284773354
522,2015-06-26,2015.0,6.0,11.0,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,0.0,32.3708,-80.4375,32.3,-80.4,,6.0,,,,,8.625023927011616
563,2015-09-20,2015.0,9.0,16.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,27.9,5.1,,,,,75.2043515779445
62,2011-07-19,2011.0,7.0,17.0,USA,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,0.0,35.13212,-75.90517,35.21,-75.7,28.1,3.6,,,,,20.561485399922674
168,2012-06-14,2012.0,6.0,,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,0.0,33.68785,-78.883852,33.8,-78.5,,5.0,,,,,37.6187637381056
198,2012-08-26,2012.0,8.0,,BRAZIL,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",Swimming,1.0,-8.287369,-35.035105,-8.15,-34.57,,6.0,2.5,10.0,,,53.416739808776185
212,2012-09-24,2012.0,9.0,,USA,Florida,"Spanish House Beach, Brevard County",Surfing,0.0,28.260537,-80.604742,28.4,-80.6,,2.1,,,,,15.514546420607275
375,2014-05-06,2014.0,5.0,15.0,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,0.0,32.14159,-80.751068,32.04,-80.9,18.1,3.1,,,,,18.01256610105722
423,2014-08-29,2014.0,8.0,,USA,Florida,"Ponce Inlet, Volusia County",Surfing,0.0,29.0970105,-80.9357379,29.66,-81.23,,4.6,,,,,68.78897881216815
446,2014-10-20,2014.0,10.0,8.0,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,0.0,20.8880335,-156.4678501,20.9,-156.47,26.5,6.7,,,,,1.3492291881321063
4,2011-01-12,2011.0,1.0,,MEXICO,Quintana Roo,Xcalak,Attempting to fix motor,0.0,18.277243056,-87.857136111,18.0,-87.5,26.0,10.3,1.5,4.0,1.5,5.0,48.72934431855407
145,2012-03-14,2012.0,3.0,16.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,22.3,1.5,,,,,75.2043515779445
264,2013-04-13,2013.0,4.0,13.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,24.2,2.6,,,,,75.2043515779445
272,2013-05-08,2013.0,5.0,,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,,32.805066,-117.262228,32.87,-117.26,18.6,4.1,,,,,7.223342559049316
336,2013-10-31,2013.0,10.0,15.0,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,0.0,20.8970291,-156.4605383,20.9,-156.47,26.5,6.2,,,,,1.0369119783076484
361,2014-03-18,2014.0,3.0,17.0,AUSTRALIA,New South Wales,Lennox Head,Unknown,,-28.813397609,153.596179398,-29.0,153.9,,,,,,,36.1270700384517
560,2015-09-18,2015.0,9.0,19.0,USA,Florida,"Big Talbot Island, Duval County",Swimming,0.0,30.502624,-81.450598,30.4,-81.43,26.5,8.7,,,,,11.58084360278799
683,2016-07-29,2016.0,7.0,11.0,SPAIN,Alicante Province,Arenales del Sol,Swimming,0.0,38.25662,-0.51846,38.0,-0.3,,,,,,,34.34203235273145
53,2011-06-29,2011.0,6.0,10.0,BRAZIL,Pernambuco,Praia do Pina,Surfing,0.0,-8.095247,-34.882149,-8.5,-34.6,27.0,5.1,1.5,7.0,1.5,9.0,54.675289869403706
126,2012-01-03,2012.0,1.0,20.0,AUSTRALIA,New South Wales,North Avoca Beach,Surfing,0.0,-33.457302908629,151.439564941063,-33.6,151.8,23.0,17.0,3.0,4.0,,,36.986334705470476
202,2012-09-02,2012.0,9.0,18.0,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,0.0,29.029722,-80.9237495,28.42,-80.59,28.3,1.5,,,,,75.2043515779445
373,2014-05-01,2014.0,5.0,15.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,25.4,3.1,,,,,75.2043515779445
463,2014-12-29,2014.0,12.0,,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,0.0,-35.157869440489,150.650165222341,-35.1,150.9,,12.3,,,,,23.614095857665706
484,2015-03-18,2015.0,3.0,11.0,USA,Hawaii,Hapuna Beach,Standing / Snorkeling,0.0,19.9923,-155.8257,20.04,-155.83,25.5,4.6,,,,,5.322998723213247
488,2015-04-03,2015.0,4.0,,USA,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,0.0,26.9341448,-80.0997362,26.61,-80.03,25.4,5.1,,,,,36.702174295073306
618,2016-02-22,2016.0,2.0,19.0,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,0.0,-22.27407,166.44884,-22.2,166.4,30.0,7.7,,,,,9.649076175002708
742,2017-02-24,2017.0,2.0,,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,0.0,-32.58244,115.66199,-31.9,115.6,21.9,10.3,2.0,3.0,4.0,7.0,76.10761426128512
265,2013-04-14,2013.0,4.0,,SOUTH AFRICA,Western Cape Province,False Bay,Free diving,0.0,-34.17286,18.66443,-34.6,18.2,14.5,6.7,1.0,2.0,1.0,2.0,63.81303365436414
377,2014-05-11,2014.0,5.0,,USA,Georgia,"Tybee Island, Chatham County",Surfing,0.0,31.99241,-80.849252,32.04,-80.9,20.1,1.0,,,,,7.134112069374197
570,2015-10-05,2015.0,10.0,13.0,USA,Florida,"Pepper Park Beach, St. Lucie County",Body boarding,0.0,27.495976,-80.300539,27.6,-80.2,28.1,,1.0,10.0,1.0,11.0,15.232907329213129
659,2016-06-21,2016.0,6.0,14.0,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,0.0,28.1831466,-80.5913689,28.4,-80.5,28.4,,1.0,10.0,,,25.719099460005943
262,2013-04-04,2013.0,4.0,,USA,Florida,"Jensen Beach, Martin County",Swimming,0.0,27.2444691,-80.2252736,27.6,-80.2,22.2,,1.0,5.0,,,39.61191726647019
345,2013-12-02,2013.0,12.0,9.0,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,1.0,20.6558129,-156.4382664,20.9,-156.47,25.7,2.1,,,,,27.35210328880239
529,2015-07-03,2015.0,7.0,9.0,AUSTRALIA,New South Wales,Lennox Head,Surfing,0.0,-28.813397609,153.596179398,-28.4,153.9,24.0,9.8,,,,,54.70562641376174
645,2016-05-22,2016.0,5.0,12.0,USA,Florida,"Vero Beach, Indian River County",Swimming,0.0,27.638883,-80.38908,27.6,-80.2,27.4,,0.5,8.0,,,19.124070561049294
667,2016-07-07,2016.0,7.0,10.0,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,0.0,42.616135,-70.66893,42.5,-70.6,18.1,,0.5,7.0,,,14.09384790965382
695,2016-09-05,2016.0,9.0,,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,0.0,33.77156218729,-78.776892695834,33.66,-78.92,26.9,4.6,,,,,18.140783859543678
279,2013-06-14,2013.0,6.0,,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,0.0,33.68785,-78.883852,33.66,-78.92,25.4,5.1,,,,,4.558436898434041
643,2016-05-21,2016.0,5.0,18.0,USA,Florida,"St. Petersburg, Pinellas County",Swimming,0.0,27.77086,-82.67927,27.76,-82.63,28.6,4.1,,,,,4.9959304770858175
675,2016-07-17,2016.0,7.0,,USA,Alabama,8 miles off Mobile,Fishing,0.0,30.763487,-88.1269874,30.71,-88.04,,,,,,,10.222141286549698
749,2017-03-19,2017.0,3.0,18.0,AUSTRALIA,New South Wales,The Farm,Body boarding,0.0,-33.6979556,150.3087928,-33.8,151.2,25.0,5.1,0.0,0.0,,,83.1751800243399
791,2017-07-07,2017.0,7.0,15.0,SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",Surfing,0.0,-33.01529,27.91162,-33.8,27.5,24.0,3.1,1.5,6.0,3.0,12.0,95.25423695217798
68,2011-08-16,2011.0,8.0,15.0,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",Surfing,0.0,-17.84645,-149.26682,-17.5,-149.5,27.6,4.1,,,,,45.76445118060412
129,2012-01-18,2012.0,1.0,16.0,AUSTRALIA,New South Wales,Redhead Beach,Surfing,0.0,-33.02048,151.70915,-33.3,152.1,24.8,7.7,,,,,47.85127159806611
291,2013-07-15,2013.0,7.0,14.0,REUNION,Saint-Paul,Le cimetière marin,Swimming & snorkeling,1.0,-21.0145158,55.2611012,-21.36,55.91,23.9,,,,,,77.47240748206987
432,2014-09-13,2014.0,9.0,18.0,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,,36.9097687,-121.8481123,36.8,-121.9,17.1,,0.5,10.0,0.5,11.0,13.049651959362656
497,2015-05-07,2015.0,5.0,15.0,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,0.0,28.320224,-80.608867,28.42,-80.59,24.6,2.1,,,,,11.247121209982557
45,2011-06-12,2011.0,6.0,14.0,USA,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,0.0,26.94895,-80.07476,26.61,-80.03,28.7,5.7,,,,,37.95058754233875
84,2011-09-11,2011.0,9.0,,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",Kite Surfing,0.0,-10.09459,147.72766,-10.41,148.33,24.7,,,,,,74.65843837136093
110,2011-11-22,2011.0,11.0,,USA,California,Pigeon Point,Kayaking,0.0,36.32635,-121.5041,36.6,-121.9,12.7,,0.5,10.0,0.5,11.0,46.683551647965565
419,2014-08-27,2014.0,8.0,15.0,USA,South Carolina,"Surfside Beach, Horry  County",Standing,0.0,33.608745,-78.97702,33.66,-78.92,27.3,3.1,,,,,7.768453936441722
485,2015-03-21,2015.0,3.0,,EGYPT,Red Sea Protectorate,Marsa Alam,Swimming,1.0,25.068251,34.8898818,25.1,35.8,23.5,7.2,,,,,91.72386267057726
532,2015-07-08,2015.0,7.0,,USA,California,"Huntington Beach, Orange County",Treading water,,33.659775,-117.999313,33.7,-118.2,16.6,,0.5,6.0,0.5,14.0,19.10082142392891
628,2016-03-31,2016.0,3.0,11.0,USA,Hawaii,"Olowalu, Maui",Snorkeling,0.0,20.81136,-156.622548,20.9,-156.47,,5.5,,,,,18.665687404337508
120,2011-12-21,2011.0,12.0,,USA,Hawaii,"Makahuena Point, Kauai",Canoeing,0.0,21.86861,-159.44436,21.95,-159.36,25.3,,,,,,12.555733105042087
200,2012-08-31,2012.0,8.0,,SCOTLAND,Inner Hebrides,Off the Isle of Islay,Shark fishing,0.0,56.667265224,-6.278532964,56.7,-6.3,,,,,,,3.8688763123668486
220,2012-10-19,2012.0,10.0,,USA,Florida,"Seaport, Brevard County",Unknown,0.0,28.300351108222,-80.70119487572,28.42,-80.59,27.3,4.6,,,,,17.18685896551854
101,2011-10-19,2011.0,10.0,16.0,AUSTRALIA,Victoria,Elwood Beach,Diving,0.0,-37.89023,144.98456,-37.9,144.9,,13.4,,,,,7.499087435885681
213,2012-09-25,2012.0,9.0,16.0,USA,Florida,"Melbourne Beach, Brevard County",Surfing,0.0,28.068399,-80.558423,28.3,-80.5,,1.0,,,,,26.381809256484804
672,2016-07-15,2016.0,7.0,,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,0.0,33.8074384,-78.7152584,33.8,-78.5,29.4,10.0,,,,,19.906500637490694
204,2012-09-04,2012.0,9.0,7.0,USA,Florida,"Melbourne Beach, Brevard County",Surfing,0.0,28.068399,-80.558423,28.3,-80.3,,4.6,,,,,36.12110062256796
302,2013-08-11,2013.0,8.0,17.0,USA,South Carolina,Folly Beach,Surfing,0.0,32.655954,-79.941069,32.69,-79.89,,3.1,,,,,6.097617925000881
397,2014-07-05,2014.0,7.0,9.0,USA,California,"Manhattan Beach, Los Angeles County",Swimming,0.0,33.885092,-118.40971,34.01,-118.5,21.7,1.0,,,,,16.194837176340528
537,2015-07-23,2015.0,7.0,,USA,California,"La Jolla, San Diego County",Kayak Fishing,0.0,32.8419914,-117.2730168,32.87,-117.26,22.8,1.5,,,,,3.3433446309201016
583,2015-10-28,2015.0,10.0,14.0,USA,Hawaii,"Malaka, Oahu",Body boarding,0.0,21.318546,-157.87481,21.31,-157.87,,5.4,,,,,1.0729807091457522
246,2013-02-10,2013.0,2.0,14.0,USA,Florida,"Stuart Rocks, Martin County",Surfing,0.0,27.211719279555,-80.261725176396,27.6,-80.2,23.0,,1.0,6.0,0.5,11.0,43.60275683653341
318,2013-09-12,2013.0,9.0,13.0,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,29.6,1.0,,,,,75.2043515779445
513,2015-06-19,2015.0,6.0,,PUERTO RICO,Unknown,Off Cabo Rojo,Spearfishing,0.0,18.023145822149,-67.185767947551,17.97,-67.05,28.8,1.0,,,,,15.52670316251246
551,2015-08-29,2015.0,8.0,10.0,USA,California,"Morro Bay, San Luis Obispo County",Surfing,0.0,35.365945,-120.850004,35.2,-120.9,17.4,,0.5,10.0,1.0,14.0,19.00212549341363
607,2016-01-24,2016.0,1.0,,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,0.0,25.11641,56.34141,25.3,56.5,26.0,2.6,,,,,25.90958787226918
704,2016-09-18,2016.0,9.0,13.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,29.4,1.0,,,,,75.2043515779445
782,2017-06-10,2017.0,6.0,10.0,USA,Florida,"Ponce Inlet, Volusia County",Surfing,0.0,29.0970105,-80.9357379,29.66,-81.22,,3.6,,,,,68.39304608489897
182,2012-07-06,2012.0,7.0,16.0,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",Surfing,0.0,-34.42562,21.33995,-34.8,21.3,13.0,10.8,1.0,10.0,1.5,10.0,41.789453298678296
185,2012-07-08,2012.0,7.0,17.0,USA,North Carolina,"North Topsail Beach, Onslow County",Swimming,0.0,34.4710769,-77.4666599,34.5,-77.3,27.6,,1.0,6.0,,,15.610055441120753
335,2013-10-28,2013.0,10.0,,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,0.0,-22.0984963,113.888643,-21.65,114.68,24.6,,,,,,95.68343458396909
400,2014-07-12,2014.0,7.0,,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,0.0,34.12545,-77.85804,34.16,-77.85,,2.1,,,,,3.9123952238621587
404,2014-07-20,2014.0,7.0,,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",Wading,0.0,28.5070446,-16.1893959,28.8,-16.8,23.0,7.7,,,,,67.90474070153199
439,2014-10-05,2014.0,10.0,11.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,29.6,-80.7,,4.1,1.0,2.0,1.5,3.0,67.02021990684956
482,2015-03-11,2015.0,3.0,,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Fishing,0.0,-28.631810047003,153.585764536078,-28.0,153.8,29.0,9.8,1.5,8.0,1.0,9.0,73.31744020749639
533,2015-07-10,2015.0,7.0,8.0,USA,California,"Huntington Beach, Orange County",Surfing,0.0,33.659775,-117.999313,33.7,-118.2,18.4,,0.5,10.0,0.5,17.0,19.10082142392891
130,2012-01-18,2012.0,1.0,,TAIWAN,Taitung,Taimali,Fishing,0.0,22.6155427,121.0076274,22.98,121.7,23.8,,,,,,81.72890996213366
169,2012-06-14,2012.0,6.0,,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,0.0,33.68785,-78.883852,33.8,-78.5,,5.0,,,,,37.6187637381056
398,2014-07-05,2014.0,7.0,7.0,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,0.0,35.1063406,-120.6315547,35.17,-120.75,16.2,3.6,,,,,12.88831834897313
447,2014-10-22,2014.0,10.0,10.0,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,0.0,20.7814563,-156.4626867,20.9,-156.47,27.1,3.6,,,,,13.203369923688497
483,2015-03-16,2015.0,3.0,10.0,FRENCH POLYNESIA,Bora Bora,Anau,Hand feeding sharks,0.0,-16.4914608,-151.7250209,-16.5,-151.7,30.0,7.7,1.0,5.0,,,2.8316329746237088
539,2015-07-26,2015.0,7.0,19.0,USA,Florida,"Daytona Beach, Volusia County",Surfing,0.0,29.2070854,-81.0207257,29.66,-81.23,,3.6,,,,,54.28677642595942
545,2015-08-18,2015.0,8.0,7.0,USA,California,Santa Barbara County,Kayak Fishing,0.0,34.538263714677,-120.030793894701,34.3,-119.9,20.8,5.0,,,,,29.083612637621155
548,2015-08-20,2015.0,8.0,12.0,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,0.0,33.551824,-79.048357,33.66,-78.92,28.6,1.5,,,,,16.91134208276834
562,2015-09-20,2015.0,9.0,15.0,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,0.0,20.13195,-155.79389,20.04,-155.83,30.4,3.1,,,,,10.897655021146694
631,2016-04-09,2016.0,4.0,10.0,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,1.0,-21.307791316,165.701841842,-21.8,166.5,29.0,7.7,,,,,99.04101702597674
723,2016-12-11,2016.0,12.0,,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,,29.029722,-80.9237495,28.42,-80.59,21.5,6.2,,,,,75.2043515779445
